,9253567285422,/medias/sys_master/hc7/hc4/9915970420766.jpg,東區忠孝路668號 (嘉義店),23.5015644,56.4 公里,嘉義店,"[{'phone': '(05) 320-0733', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}]",costcoTaiwanWarehouse007,Chiayi,449-9909 (手機撥打請加02),,600,嘉義市,/store/Chiayi?lat=23.69781&long=120.960515&q=臺灣,120.4502346,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9253567350958,/medias/sys_master/hbd/hf3/9915972648990.jpg,南屯區文心南三路289號(台中店),24.133164,57.7 公里,台中店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '(04) 3703-1096', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '  <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}]",costcoTaiwanWarehouse870,Taichung,449-9909 (手機撥打請加02),,408,臺中市,/store/Taichung?lat=23.69781&long=120.960515&q=臺灣,120.649747,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9494839019694,/medias/sys_master/banners/h13/h8d/46464050954270.jpg,北屯區敦富路366號(北台中店),24.191353,60.5 公里,北台中店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '04-37063166', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '<p> 449-9909 (手機撥打請加02)</p>', 'openingHours': '<p>加油站營業時間:<br />星期一~星期天上午 07:00 - 下午 11:00</p>', 'code': 'GAS_STATION'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': '  <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}]",costcoTaiwanWarehouse018,North_Taichung,449-9909(手機撥打請加02),,406,臺中市,/store/North_Taichung?lat=23.69781&long=120.960515&q=臺灣,120.706883,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9253567416494,/medias/sys_master/h82/hdf/9915973500958.jpg,北區和緯路四段8號 (台南店),23.0099817,109.3 公里,台南店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '(06) 700-8685', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}]",costcoTaiwanWarehouse008,Tainan,449-9909 (手機撥打請加02),,704,臺南市,/store/Tainan?lat=23.69781&long=120.960515&q=臺灣,120.193573,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9253567318190,/medias/sys_master/h74/he0/9915971731486.jpg,東區慈雲路188號 (新竹店),24.793209,121.4 公里,新竹店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '(03) 623-5595', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}]",costcoTaiwanWarehouse001,Hsinchu,449-9909 (手機撥打請加02),,300,新竹市,/store/Hsinchu?lat=23.69781&long=120.960515&q=臺灣,121.013193,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9253567252654,/medias/sys_master/h6b/hee/9915970879518.jpg,鼓山區大順一路111號 (大順店),22.6566236,133.3 公里,北高雄(大順店),"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '(07)975-8879', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}]",costcoTaiwanWarehouse002,Dashun,449-9909 (手機撥打請加02),,804,高雄市,/store/Dashun?lat=23.69781&long=120.960515&q=臺灣,120.30707,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,9253567187118,/medias/sys_master/h1a/hf6/9915971797022.jpg,前鎮區中華五路656號 (高雄店),22.603568,138.5 公里,高雄店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '(07)970-0689', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}]",costcoTaiwanWarehouse873, Kaohsiung,449-9909 (手機撥打請加02),,806,高雄市,/store/ Kaohsiung?lat=23.69781&long=120.960515&q=臺灣,120.3063018,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,8796093139118,/medias/sys_master/hdd/h7f/9915970748446.jpg,中壢區民族路六段508號 (中壢店),24.9636189,141.6 公里,桃園中壢店,"[{'phone': '(03) 271-2633', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '  <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '<p> 449-9909 (手機撥打請加02)</p>', 'openingHours': '<p>加油站營業時間:<br />星期一~星期天上午 07:00 - 下午 11:00</p>', 'code': 'GAS_STATION'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}]",costcoTaiwanWarehouse010,Chungli,449-9909 (手機撥打請加02),,320,桃園市,/store/Chungli?lat=23.69781&long=120.960515&q=臺灣,121.1558083,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,8796093270190,/medias/sys_master/banners/hb4/h71/103339194843166.jpg,蘆竹區南崁路一段369號 (南崁店),25.0546991,153.8 公里,桃園南崁店,"[{'phone': '', 'openingHours': 'p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '(03) 272-1143', 'openingHours': '', 'code': 'TIRE_CENTER'}, {'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}]",costcoTaiwanWarehouse003,Taoyuan,449-9909 (手機撥打請加02),,338,桃園市,/store/Taoyuan?lat=23.69781&long=120.960515&q=臺灣,121.2822328,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
,8796093106350,/medias/sys_master/hf7/h60/9915970682910.jpg,中和區中山路2段 347號 (中和店),25.00248,154.3 公里,中和店,"[{'phone': '', 'openingHours': '<p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'OPTICAL'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'HEARING_AIDS'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'FOOD_COURT'}, {'phone': '', 'openingHours': ' <p>星期一~星期天上午 10:00 - 下午 09:30</p>', 'code': 'PHARMACY'}, {'phone': '(02) 7731-2282', 'openingHours': '', 'code': 'TIRE_CENTER'}]",costcoTaiwanWarehouse886,Chungho,449-9909 (手機撥打請加02),,235,新北市,/store/Chungho?lat=23.69781&long=120.960515&q=臺灣,121.492219,"{'星期三': {'individual': '上午 10:00 - 下午 9:30'}, '星期日': {'individual': '上午 10:00 - 下午 9:30'}, '星期五': {'individual': '上午 10:00 - 下午 9:30'}, '星期四': {'individual': '上午 10:00 - 下午 9:30'}, '星期一': {'individual': '上午 10:00 - 下午 9:30'}, '星期二': {'individual': '上午 10:00 - 下午 9:30'}, '星期六': {'individual': '上午 10:00 - 下午 9:30'}}",
